,cast,director,runtime,genres,production_companies,budget_adj,revenue_adj
4976,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,Edward Zwick,154,Drama|Action|War|History,"Cruise/Wagner Productions|Warner Bros.|Radar Pictures|Bedford Falls Company, The",165949370.3,541420466.2
4977,Martin Lawrence|Will Smith|Jordi MollÃ |Gabrielle Union|Peter Stormare,Michael Bay,147,Adventure|Action|Comedy|Thriller|Crime,Columbia Pictures Corporation|Don Simpson/Jerry Bruckheimer Films,154095843.8,324003765.6
4978,Angelina Jolie|Gerard Butler|Noah Taylor|Djimon Hounsou|Til Schweiger,Jan de Bont,117,Action|Adventure|Fantasy|Thriller,Paramount Pictures|Toho-Towa|Mutual Film Company|Lawrence Gordon Productions|British Broadcasting Corporation (BBC),112608501.3,185514075.6
4979,Desmond Harrington|Eliza Dushku|Emmanuelle Chriqui|Jeremy Sisto|Kevin Zegers,Rob Schmidt,84,Horror|Thriller,Summit Entertainment|Newmarket Capital Group|Regency Enterprises|Constantin Film Produktion|Stan Winston Studio,14935443.32,33961034.85
4980,John Cusack|Ray Liotta|Amanda Peet|John Hawkes|Alfred Molina,James Mangold,90,Mystery|Thriller,Konrad Pictures|Columbia Pictures Corporation,35560579.34,106989379.7
4981,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,Peter Weir,138,Adventure,Universal Pictures|Twentieth Century Fox Film Corporation|Samuel Goldwyn Films|Miramax,177802896.7,251307931.1
4982,Julia Roberts|Kirsten Dunst|Julia Stiles|Maggie Gyllenhaal|Ginnifer Goodwin,Mike Newell,117,Drama|Romance,Columbia Pictures|Revolution Studios,77047921.91,0.0
4983,Sean Penn|Tim Robbins|Kevin Bacon|Marcia Gay Harden|Kevin Chapman,Clint Eastwood,138,Thriller|Crime|Drama|Mystery,Village Roadshow Pictures|Malpaso Productions|NPV Entertainment|Warner Bros.,29633816.12,185889396.2
4984,Keanu Reeves|Carrie-Anne Moss|Clayton Watson|Pamela Adlon|Melinda Clarke,Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,102,Animation|Science Fiction,Village Roadshow Pictures,5926763.224,0.0
4985,Adam Sandler|Jack Nicholson|Luis GuzmÃ¡n|Marisa Tomei|January Jones,Peter Segal,106,Comedy,Columbia Pictures|Revolution Studios|Happy Madison Productions,88901448.36,232027829.0
4986,Aaron Eckhart|Hilary Swank|Delroy Lindo|Stanley Tucci|TchÃ©ky Karyo,Jon Amiel,136,Action|Thriller|Adventure|Science Fiction,Paramount Pictures|David Foster Productions|Horsepower Films|LivePlanet|Core Productions,71121158.69,87962965.55
4987,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,Ang Lee,138,Action|Science Fiction,Universal Pictures|Good Machine|Valhalla Motion Pictures|Marvel Enterprises,162393312.3,290838693.9
4988,Antonio Banderas|Salma Hayek|Johnny Depp|Eva Mendes|Mickey Rourke,Robert Rodriguez,102,Action,Columbia Pictures Corporation|Dimension Films|Troublemaker Studios,34375226.7,116384539.3
4989,Barry Bostwick|Jason Alexander|Martin Short|Bobby Lockwood|Susanne Blakeslee,Jim Kammerud|Brian Smith,70,Animation|Family,Walt Disney Pictures|Walt Disney Television Animation,0.0,0.0
4990,Luke Wilson|Will Ferrell|Vince Vaughn|Ellen Pompeo|Leah Remini,Todd Phillips,91,Comedy,DreamWorks SKG|The Montecito Picture Company,28448463.47,103191288.2
4991,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,Donald Petrie,116,Comedy|Romance,Paramount Pictures,59267632.24,210247706.7
4992,Jackie Chan|Owen Wilson|Fann Wong|Aaron Taylor-Johnson|Aidan Gillen,David Dobkin,115,Action|Adventure|Comedy|Western,Spyglass Entertainment|Touchstone Pictures|Birnbaum / Barber Productions|Jackie Chan Films Limited|All Knight Productions,59267632.24,104694478.9
4993,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez|LL Cool J|Josh Charles,Clark Johnson,117,Action|Thriller|Crime,Original Film|Columbia Pictures Corporation|Camelot Pictures|Chris Lee Productions|Illusion Entertainment,94828211.58,138263498.7
4994,Bruce Willis|Monica Bellucci|Cole Hauser|Eamonn Walker|Johnny Messner,Antoine Fuqua,121,Action|Drama|War,Columbia Pictures|Revolution Studios|Cheyenne Enterprises|Michael Lobell Productions,82974685.13,101504660.6
4995,Reese Witherspoon|Sally Field|Regina King|Jennifer Coolidge|James Newman,Charles Herman-Wurmfeld,95,Comedy,Type A Films|Marc Platt Productions|Metro-Goldwyn-Mayer (MGM),53340869.02,148068138.3
4996,James Arnold Taylor|Cree Summer|John Mahoney|Jacqueline Obradors|Don Novello,Toby Shelton|Victor Cook|Tad Stones,70,Fantasy|Animation|Science Fiction|Family|Action,Walt Disney Pictures,0.0,0.0
4997,Mike Myers|Dakota Fanning|Spencer Breslin|Kelly Preston|Alec Baldwin,Bo Welch,82,Comedy|Fantasy|Family,Imagine Entertainment|DreamWorks SKG|Universal Pictures,0.0,0.0
4998,Jamie Lee Curtis|Lindsay Lohan|Mark Harmon|Harold Gould|Haley Hudson,Mark Waters,97,Comedy|Family|Fantasy,Walt Disney Pictures,30819168.76,130661815.6
4999,Brad Pitt|Catherine Zeta-Jones|Michelle Pfeiffer|Joseph Fiennes|Dennis Haysbert,Tim Johnson|Patrick Gilmore,86,Family|Animation|Adventure,DreamWorks Animation,71121158.69,31160929.64
5000,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis,Richard Donner,116,Action|Adventure|Science Fiction,Paramount Pictures|Donners' Company|Mutual Film Company|Cobalt Media Group|Artists Production Group (APG),94828211.58,23091545.5
5001,Ben Affleck|Aaron Eckhart|Uma Thurman|Paul Giamatti|Colm Feore,John Woo,119,Action|Adventure|Mystery|Science Fiction|Thriller,Paramount Pictures|DreamWorks SKG|Davis Entertainment|Lion Rock Productions|Province of British Columbia Film Incentive BC,71121158.69,114113676.3
5002,Cameron Diaz|Drew Barrymore|Lucy Liu|Bernie Mac|Robert Patrick,McG,106,Action|Adventure|Comedy|Crime,Columbia Pictures Corporation|Wonderland Sound and Vision|Tall Trees Productions|Flower Films (II),142242317.4,307214705.8
5003,Jack Nicholson|Diane Keaton|Keanu Reeves|Frances McDormand|Amanda Peet,Nancy Meyers,128,Drama|Comedy|Romance,Columbia Pictures Corporation|Waverly Films|Warner Bros.,94828211.58,316167615.0
5004,Eddie Murphy|Terence Stamp|Nathaniel Parker|Marsha Thomason|Jennifer Tilly,Rob Minkoff,99,Thriller|Fantasy|Comedy|Family|Mystery,Walt Disney Pictures|Gunn Films|Doom Buggy Productions,106681738.0,216078248.9
5005,Ben Stiller|Drew Barrymore|Eileen Essell|Amber Valletta|Justin Theroux,Danny DeVito,89,Action|Comedy|Thriller,Miramax Films|Flower Films,47414105.79,22903543.83
5006,Halle Berry|Robert Downey Jr.|Charles S. Dutton|PenÃ©lope Cruz|John Carroll Lynch,Mathieu Kassovitz,98,Horror|Thriller,Columbia Pictures Corporation|Dark Castle Entertainment|Warner Bros.,47414105.79,167835650.4
5007,Sean Penn|Naomi Watts|Benicio del Toro|Danny Huston|Carly Nahon,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,124,Drama|Crime|Thriller,This Is That Productions|Y Productions|Mediana Productions Filmgesellschaft,23707052.9,71628298.78
5008,Ali Larter|A.J. Cook|Michael Landes|Tony Todd|Keegan Connor Tracy,David R. Ellis,90,Horror|Mystery,New Line Cinema|Zide-Perry Productions,30819168.76,107187178.3
5009,Christopher Showerman|Julie Benz|Thomas Haden Church|Christina Pickles|John Cleese,David Grossman,87,Adventure|Comedy|Family,Walt Disney Pictures,0.0,0.0
5010,Jessica Biel|Jonathan Tucker|Erica Leerhsen|Mike Vogel|Eric Balfour,Marcus Nispel,98,Horror,New Line Cinema|Next Entertainment|Platinum Dunes|Radar Pictures|Focus Features,11260850.13,126917669.4
5011,Al Pacino|Colin Farrell|Bridget Moynahan|Gabriel Macht|Kenneth Mitchell,Roger Donaldson,115,Action|Thriller|Crime|Drama,Spyglass Entertainment|Touchstone Pictures,0.0,119948067.3
5012,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff,Shawn Levy,98,Comedy|Drama|Family,Twentieth Century Fox Film Corporation|Robert Simonds Productions,47414105.79,225468431.2
5013,Jude Law|Nicole Kidman|RenÃ©e Zellweger|Eileen Atkins|Brendan Gleeson,Anthony Minghella,154,Drama,Miramax Films|Mirage Enterprises|Castel Film Romania|Bona Fide Productions|Cattleya,93642858.94,205082020.5
5014,Henry Thomas|Blake Heron|Barbara Hershey|Hilary Swank|Clark Gregg,Greg Marcks,86,Crime|Drama|Thriller,Firm Films|Media 8 Entertainment|MDP Worldwide,7112115.869,0.0
5015,Sigourney Weaver|Jon Voight|Tim Blake Nelson|Patricia Arquette|Shia LaBeouf,Andrew Davis,117,Adventure|Family|Drama|Comedy,Chicago Pacific Entertainment,23707052.9,0.0
5016,Jackie Chan|Lee Evans|Claire Forlani|Julian Sands|John Rhys-Davies,Gordon Chan,88,Thriller|Fantasy|Action|Comedy,Living Films|Emperor Multimedia Group (EMG)|Golden Port Productions Ltd.,48599458.44,0.0
5017,Evan Rachel Wood|Nikki Reed|Vanessa Hudgens|Holly Hunter|Brady Corbet,Catherine Hardwicke,100,Drama,Fox Searchlight Pictures|Sound for Film|Working Title Films|Antidote Films (I),2370705.29,5453858.489
5018,Robert Englund|Ken Kirzinger|Jason Ritter|Monica Keena|Lochlyn Munro,Ronny Yu,97,Horror,New Line Cinema|Cecchi Gori Group Tiger Cinematografica|Avery Pix|Sean S. Cunningham Films|Crystal Lake Entertainment,35560579.34,136207485.5
5019,Jet Li|DMX|Kelly Hu|Anthony Anderson|Tom Arnold,Andrzej Bartkowiak,101,Action|Crime|Drama,Silver Pictures|Warner Bros.,29633816.12,66960046.98
5020,Bud Luckey,Bud Luckey|Roger Gould,5,Animation|Family,Pixar Animation Studios,0.0,0.0
5021,Brendan Fraser|Jenna Elfman|Steve Martin|Timothy Dalton|Heather Locklear,Joe Dante,90,Animation|Comedy|Family,Lonely Film Productions GmbH & Co. KG.|Warner Bros. Animation|Warner Bros.|Goldmann Pictures|Baltimore Spring Creek Productions,94828211.58,81214251.54
5022,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,Action|Drama|Mystery|Thriller|Crime,Intermedia Films|Krane Entertainment,59267632.24,50724275.36
5023,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,Adventure|Action|Comedy|Thriller,Columbia Pictures|Universal Pictures|WWE Studios,100754974.8,95914577.8
5024,Kelly Sheridan|Mark Hildreth|Kelsey Grammer|Maggie Wheeler|Venus Terzo,Owen Hurley,81,Animation|Family,Mattel,0.0,0.0
5025,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,107,Action|Crime|Thriller,Mikona Productions GmbH & Co. KG|Universal Pictures|Original Film|Ardustry Entertainment,90086801.0,280158881.1
5026,Gwyneth Paltrow|Christina Applegate|Candice Bergen|Marc Blucas|Kelly Preston,Bruno Barreto,87,Comedy|Romance,Miramax Films,0.0,18508096.2
5027,Kevin Conroy|Tara Strong|HÃ©ctor Elizondo|Kyra Sedgwick|David Ogden Stiers,Curt Geda|Tim Maltby,74,Adventure|Fantasy|Animation|Action|Science Fiction,Warner Bros. Pictures|DC Comics,0.0,0.0
5028,Edward Burns|Rachel Weisz|Morris Chestnut|Dustin Hoffman|Andy GarcÃ­a,James Foley,97,Action|Comedy|Thriller|Crime,Lionsgate,0.0,0.0
5029,Amanda Bynes|Colin Firth|Kelly Preston|Jonathan Pryce|Oliver James,Dennie Gordon,105,Comedy|Drama|Family|Romance,DiNovi Pictures|Gerber Pictures|Gaylord Films|Warner Bros.|Sloane Square Films,0.0,0.0
5031,Kevin Costner|Robert Duvall|Michael Gambon|Michael Jeter|Diego Luna,Kevin Costner,139,Western,Tig Productions|Touchstone Pictures|Beacon Pictures|Cobalt Media Group,26077758.19,80955191.54
5032,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,Shawn Levy,95,Comedy,Twentieth Century Fox Film Corporation|Robert Simonds Productions|Mediastream Dritte Film GmbH & Co. Beteiligungs KG,21336347.61,120390264.3
5033,Diane Lane|Sandra Oh|Lindsay Duncan|Raoul Bova|Vincent Riotta,Audrey Wells,113,Comedy|Romance|Drama,Timnick Films|Blue Gardenia Productions|Touchstone Pictures|Tatiale Films,0.0,0.0
5034,GÃ©rard Depardieu|Jean Reno|Richard Berry|Leonor Varela|LoÃ¯c Brabant,Francis Veber,85,Comedy|Crime,DD Productions|Union GÃ©nÃ©rale CinÃ©matographique (UGC)|EFVE,32526076.57,0.0
5035,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,92,Comedy|Family,Columbia Pictures|Revolution Studios|Davis Entertainment,71121158.69,194912119.1
5036,Nicolas Cage|Sam Rockwell|Alison Lohman|Bruce Altman|Bruce McGill,Ridley Scott,116,Comedy|Drama|Crime|Thriller,Scott Free Productions|Rickshaw Productions|Warner Bros.|LivePlanet|ImageMovers,0.0,77718442.71
5037,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,141,Drama|History,Universal Pictures|Spyglass Entertainment|The Kennedy/Marshall Company|DreamWorks Pictures|Touchstone Pictures,103125680.1,175830997.4
5038,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105,Thriller|Crime|Drama,Original Film|Monarch Pictures|Metro-Goldwyn-Mayer (MGM),59267632.24,65781812.38
5039,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,104,Horror|Thriller,United Artists|American Zoetrope|Myriad Pictures|Jeepers Creepers II,20150994.96,74798912.04
5040,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94,Comedy|Adventure|Family,Walt Disney Pictures,20150994.96,65827913.11
5041,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,Drama|Horror|Science Fiction|Thriller,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Kasdan Pictures|WV Films II,80603979.85,89749492.31
5042,Andrew Francis|Michael Dobson|Chiara Zanni|Jason Michas|Scott McNeil,David Molina|Terry Shakespeare,70,Action|Adventure|Animation|Family|Science Fiction,Miramax Films|Walt Disney Studios Home Entertainment,0.0,0.0
5043,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,Gregor Jordan,110,Action|Adventure|Drama|History,StudioCanal|The Australian Film Commission|Endymion Films|Australian Film Finance Corporation (AFFC)|Working Title Films,0.0,7806158.808
5044,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,Paul Hunter,104,Action|Comedy|Fantasy,Metro-Goldwyn-Mayer (MGM),61638337.53,0.0
5045,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,Action|Adventure|Comedy|Family|Science Fiction,Dimension Films,45043400.5,233528673.9
5046,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,Action|Comedy|Romance|Thriller,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Mediastream Dritte Film|Jinks/Cohen Company,41487342.57,24060533.35
5047,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,Drama|Fantasy|Horror|Mystery|Romance,Twentieth Century Fox Film Corporation|N1 European Film Produktions GmbH & Co. KG|Baumgarten Merims Productions,41487342.57,13703631.97
5048,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,Crime|Comedy|Romance,Imagine Entertainment|Universal Pictures|Mike Zoss Productions|Alphaville Productions,71121158.69,142172162.3
5049,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,Drama|Action|Thriller|Crime,Lakeshore Entertainment|Alphaville Films,65194395.46,40579371.92
5050,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,126,Drama,DreamWorks SKG|Cobalt Media Group|Bisgrove Entertainment,19558318.64,20083186.86
5051,Daveigh Chase|Chris Sanders|Tia Carrere|David Ogden Stiers|Kevin McDonald,Tony Craig|Roberts Gannaway,60,Animation|Comedy|Family,Walt Disney Television Animation,0.0,0.0
5052,Kate Hudson|Naomi Watts|Melvil Poupaud|Catherine Samie|Leslie Caron,James Ivory,117,Comedy|Drama|Romance,Fox Searchlight,0.0,15400096.82
5053,Tatyana Ali|Boti Bliss|Gable Carr|Patrick Cavanaugh|James DeBello,David Hillenbrand|Scott Hillenbrand,96,Comedy,National Lampoon Productions,0.0,0.0
5054,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,93,Horror,Tonic Films|Down Home Entertainment|Cabin Pictures|Black Sky Entertainment|Deer Path Films,1778028.967,36216546.38
5055,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127,Drama|Thriller,Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures,71121158.69,95010921.84
5056,Tim Robbins|Samantha Morton|Nabil Elouahabi|Om Puri|Emil Marwa,Michael Winterbottom,92,Drama|Romance|Science Fiction|Thriller,BBC Films,8890144.836,0.0
5057,Robert Downey Jr.|Robin Wright|Mel Gibson|Jeremy Northam|Katie Holmes,Keith Gordon,109,Comedy|Music|Mystery|Crime,Icon Productions|Haft Entertainment|Paramount Classics|Airborne Productions,0.0,0.0
5058,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,David McNally,89,Comedy|Adventure|Crime,Castle Rock Entertainment|Jerry Bruckheimer Films|Warner Bros. Pictures,0.0,0.0
5059,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110,Crime|Drama,Newmarket Films,9482821.158,71569914.23
5060,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Nick Damici|Heather Litteer,Jane Campion,119,Thriller|Mystery,Pathe Productions|Red Turtle,14224231.74,27.26311083
5061,Christina Ricci|Ioan Gruffudd|Stephen Dillane|Kerry Fox|Robert Hardy,Brian Gilbert,92,Horror|Thriller,Granada Film Productions|Isle of Man Film|Isle of Man Film Commission|Samuelson Productions,0.0,0.0
5062,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105,Comedy,Hyde Park Films|Touchstone Pictures,23707052.9,157267138.7
5063,Anthony Hopkins|Nicole Kidman|Ed Harris|Gary Sinise|Wentworth Miller,Robert Benton,106,Drama|Thriller|Romance,Miramax Films|Lakeshore Entertainment|Cinerenta Medienbeteiligungs KG|Stone Village Pictures|Cinepsilon,35560579.34,0.0
5064,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,121,Drama,City Light Films|Revolution Studios|Casey Silver Productions,64009042.82,8613020.056
5065,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,Drama|History|War,Turner Pictures|Antietam Filmworks,66379748.11,15319421.72
5066,Jessica Alba|Hugh Dancy|Brenda Blethyn|Christopher Ling Lee Ian|Emily Mortimer,Guy Jenkin,109,Drama|Romance,Fine Line Features,0.0,0.0
5067,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94,Drama|History,Lions Gate Films|Cruise/Wagner Productions|Baumgarten Merims Productions,7112115.869,2.37070529
5068,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,85,Comedy,New Line Cinema,22521700.25,46545852.76
5069,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,Peter Webber,101,Drama|Romance,Wild Bear Films|Archer Street Productions|Delux Productions,0.0,37299241.56
5070,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,88,Action|Comedy|Crime|Thriller,Columbia Pictures,0.0,59383736.35
5072,Alicia Silverstone|Rachael Leigh Cook|Woody Harrelson|John Cleese|David Krumholtz,Gavin Grazer,95,Comedy|Crime,Code Entertainment|Eclipse Catering,0.0,0.0
5073,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,Matthew Ryan Hoge,108,Crime|Drama,MDP Filmproduktion,0.0,407543.2049
5074,Jamie Kennedy|Taye Diggs|Anthony Anderson|Regina Hall|Blair Underwood,John Whitesell,86,Comedy|Crime,Warner Bros. Pictures|Karz Entertainment|Big Ticket Productions,0.0,0.0
5075,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,92,Comedy,GreeneStreet Films|Metro-Goldwyn-Mayer (MGM),23707052.9,43971435.13
5076,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,Comedy|Drama|Crime,ContentFilm,5926763.224,880596.1091
5077,Angelina Jolie|Clive Owen|Teri Polo|Linus Roache|Noah Emmerich,Martin Campbell,127,Drama|Romance|Adventure|War,Mandalay Pictures|CP Medien AG|Camelot Pictures|Networxx - Film Management|Mel's Cite du Cinema,41487342.57,0.0
5078,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,Drama|Thriller|Crime,Universal Pictures|Intermedia Films|Saturn Films,59267632.24,46176121.12
5079,Woody Allen|Jason Biggs|Christina Ricci|Stockard Channing|Danny DeVito,Woody Allen,108,Comedy|Romance,DreamWorks SKG|Granada Film Productions|Perdido Prod.|Canal+,0.0,0.0
5080,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81,Drama|Crime,HBO Films|Fearmakers Studios,3556057.934,11867776.76
5081,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,Jim Jarmusch,96,Comedy|Drama,Smokescreen Inc.,0.0,9361494.388
5082,Jonathan Cherry|Tyron Leitso|Clint Howard|Ona Grauer|Michael Eklund,Uwe Boll,90,Horror|Action|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures|Herold Productions|Mindfire Entertainment,8297468.513,16379417.39
5083,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101,Drama|Family,South Pacific Pictures,9482821.158,49073599.49
5084,Michael Gambon|Pierce Brosnan|Frank Glaubrecht|Jacques Perrin|Dalik Volonitz,Andy Byatt|Alastair Fothergill,83,Documentary,BBC Worldwide|BBC Natural History|Greenlight Media AG,0.0,0.0
5085,Paddy Considine|Samantha Morton|Sarah Bolger|Emma Bolger|Djimon Hounsou,Jim Sheridan,105,Drama|Romance,Hell's Kitchen Films|East of Harlem (UK) Ltd|Irish Film Industry,0.0,0.0
5086,Paul Bettany|Willem Dafoe|Tom Hardy|Brian Cox|Luke de Woolfson,Paul McGuigan,112,Crime|Drama|Mystery,"Renaissance Films|Kanzaman, M.D.A. Films S.L.",0.0,0.0
5087,Sid Haig|Bill Moseley|Sheri Moon Zombie|Karen Black|Erin Daniels,Rob Zombie,89,Horror,Universal Pictures|Spectacle Entertainment Group,8297468.513,19948945.68
5088,Jason Lee|Julia Stiles|Selma Blair|James Brolin|Shawn Hatosy,Chris Koch,101,Comedy|Romance,Metro-Goldwyn-Mayer (MGM)|David Ladd Films,23707052.9,20663260.52
